country_year,country,country_iso_code,year,sector,revenue_stream,government_entity,original_value,original_currency,revenues_USD,gfs_code,gfs_code2,gfs_level_1,gfs_level_2,gfs_level_3,gfs_level_4,gfs_level_5,gfs_level_6
"Senegal 2014",Senegal,SN,2014,NA,"Revenus issus de la commercialisation de la Part de la production de l'État","Direction Générale de la Comptabilité Publique et du Trésor (DGCPT)",505515970.0000000000,NA,1024077.2504600000,1415E31,"Delivered/paid directly to government (1415E31)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E3] Production entitlements (in-kind or cash)","[1415E31] Delivered/paid directly to government"
"Senegal 2014",Senegal,SN,2014,NA,"Revenus issus de la commercialisation de la Part de la production de Petrosen","Société des Pétroles du Sénégal (PETROSEN)",1357404151.0000000000,NA,2749837.3804500000,1415E32,"Delivered/paid to state-owned enterprise(s) (1415E32)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E3] Production entitlements (in-kind or cash)","[1415E32] Delivered/paid to state-owned enterprise(s)"
"Senegal 2014",Senegal,SN,2014,NA,"Appui institutionnel","Direction des Mines et de la Géologie (DMG)",1269643096.7860000000,NA,2572050.5162800000,1415E4,"Compulsory transfers to government (infrastructure and other) (1415E4)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E4] Compulsory transfers to government (infrastructure and other)","[1415E4] Compulsory transfers to government (infrastructure and other)"
"Senegal 2014",Senegal,SN,2014,NA,"Appui à la formation et Appui à la promotion de la recherche et de l'exploitation","Société des Pétroles du Sénégal (PETROSEN)",1211618070.0000000000,NA,2454503.0728400000,1415E4,"Compulsory transfers to government (infrastructure and other) (1415E4)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E4] Compulsory transfers to government (infrastructure and other)","[1415E4] Compulsory transfers to government (infrastructure and other)"
"Senegal 2014",Senegal,SN,2014,NA,"Appui aux projets sociaux","Société des Pétroles du Sénégal (PETROSEN)",74044605.0000000000,NA,150000.0000000000,1415E4,"Compulsory transfers to government (infrastructure and other) (1415E4)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E4] Compulsory transfers to government (infrastructure and other)","[1415E4] Compulsory transfers to government (infrastructure and other)"
"Senegal 2014",Senegal,SN,2014,NA,"Appui Institutionnel (Fonds d'appui au Mini. De l'Env)","Direction des Eaux, Forêts, Chasses et Conservation des Sols (DEFCCS)",463979124.0000000000,NA,939931.6614600000,1415E4,"Compulsory transfers to government (infrastructure and other) (1415E4)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E4] Compulsory transfers to government (infrastructure and other)","[1415E4] Compulsory transfers to government (infrastructure and other)"
"Senegal 2014",Senegal,SN,2014,NA,"Achat de données sismiques","Société des Pétroles du Sénégal (PETROSEN)",38952398.5370000000,NA,78910.0000000000,1421E,"Sales of goods and services by government units (1421E)","[1E] Revenues","[14E] Other revenue","[142E] Sales of goods and services","[1421E] Sales of goods and services by government units","[1421E] Sales of goods and services by government units","[1421E] Sales of goods and services by government units"
"Senegal 2014",Senegal,SN,2014,NA,"Redressements fiscaux","Direction Générale des Impôts et des Domaines (DGID)",3479034572.0000000000,NA,7047848.8716400000,143E,"Fines, penalties, and forfeits (143E)","[1E] Revenues","[14E] Other revenue","[143E] Fines, penalties, and forfeits","[143E] Fines, penalties, and forfeits","[143E] Fines, penalties, and forfeits","[143E] Fines, penalties, and forfeits"
"Senegal 2014",Senegal,SN,2014,NA,"Recettes exceptionelles/Affaire Mittal","Direction Générale de la Comptabilité Publique et du Trésor (DGCPT)",49067000000.0000000000,NA,99400219.6378800000,143E,"Fines, penalties, and forfeits (143E)","[1E] Revenues","[14E] Other revenue","[143E] Fines, penalties, and forfeits","[143E] Fines, penalties, and forfeits","[143E] Fines, penalties, and forfeits","[143E] Fines, penalties, and forfeits"
"Senegal 2015",Senegal,SN,2015,NA,"Impot sur les societes","Direction Générale des Impôts et des Domaines (DGID)",4637123165.0000000000,NA,7844214.6267000000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2015",Senegal,SN,2015,NA,"Contribution speciale sur les produits des mines et des carrieres (CSMC)","Direction Générale des Impôts et des Domaines (DGID)",1453790606.0000000000,NA,2459250.0845800000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2015",Senegal,SN,2015,NA,"Impot sur le revenu des valeurs mobilieres","Direction Générale des Impôts et des Domaines (DGID)",309757155.0000000000,NA,523989.0163600000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2015",Senegal,SN,2015,NA,"Contribution fonciere des proprietes baties (CFPB)","Direction Générale de la Comptabilité Publique et du Trésor (DGCPT)",9675450.0000000000,NA,16367.1103200000,113E,"Taxes on property (113E)","[1E] Revenues","[11E] Taxes","[113E] Taxes on property","[113E] Taxes on property","[113E] Taxes on property","[113E] Taxes on property"
"Senegal 2015",Senegal,SN,2015,NA,"Surtaxe fonciere","Direction Générale des Impôts et des Domaines (DGID)",1080000.0000000000,NA,1826.9412900000,113E,"Taxes on property (113E)","[1E] Revenues","[11E] Taxes","[113E] Taxes on property","[113E] Taxes on property","[113E] Taxes on property","[113E] Taxes on property"
"Senegal 2015",Senegal,SN,2015,NA,"Taxe sur la valeur ajoutee reversee","Direction Générale des Impôts et des Domaines (DGID)",22428782449.0000000000,NA,37940804.4783700000,1141E,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)"
"Senegal 2015",Senegal,SN,2015,NA,"Droits d'entree/fixes","Direction des Mines et de la Géologie (DMG)",50000000.0000000000,NA,84580.6154800000,114521E,"Licence fees (114521E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1145E] Taxes on use of goods/permission to use goods or perform activities","[114521E] Licence fees","[114521E] Licence fees"
"Senegal 2015",Senegal,SN,2015,NA,Patente,"Direction Générale de la Comptabilité Publique et du Trésor (DGCPT)",1773049072.0000000000,NA,2999311.6355900000,114521E,"Licence fees (114521E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1145E] Taxes on use of goods/permission to use goods or perform activities","[114521E] Licence fees","[114521E] Licence fees"
"Senegal 2015",Senegal,SN,2015,NA,"Taxes d'abattage","Direction des Eaux, Forêts, Chasses et Conservation des Sols (DEFCCS)",31796500.0000000000,NA,53787.3508000000,114522E,"Emission and pollution taxes (114522E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1145E] Taxes on use of goods/permission to use goods or perform activities","[114522E] Emission and pollution taxes","[114522E] Emission and pollution taxes"
"Senegal 2015",Senegal,SN,2015,NA,"Droits de douane, TVA douaniere et taxes assimilees","Direction Générale des Douanes (DGD)",11756916393.0000000000,NA,19888144.4924500000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2015",Senegal,SN,2015,NA,"Cotisations sociales (y compris les penalites)","Caisse de Sécurité Sociale (CSS)",525768039.0000000000,NA,889395.6867300000,1212E,"Social security employer contributions (1212E)","[1E] Revenues","[12E] Social contributions","[1212E] Social security employer contributions","[1212E] Social security employer contributions","[1212E] Social security employer contributions","[1212E] Social security employer contributions"
"Senegal 2015",Senegal,SN,2015,NA,"Cotisations sociales (y compris les penalites)","Institution de prévoyance retraite du Sénégal (IPRES)",2174624595.0000000000,NA,3678621.7335000000,1212E,"Social security employer contributions (1212E)","[1E] Revenues","[12E] Social contributions","[1212E] Social security employer contributions","[1212E] Social security employer contributions","[1212E] Social security employer contributions","[1212E] Social security employer contributions"
"Senegal 2015",Senegal,SN,2015,NA,"Redevance miniere","Direction des Mines et de la Géologie (DMG)",9948388805.0000000000,NA,16828816.9624700000,1415E1,"Royalties (1415E1)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E1] Royalties","[1415E1] Royalties"
"Senegal 2015",Senegal,SN,2015,NA,"Loyer superficiel","Société des Pétroles du Sénégal (PETROSEN)",302064666.0000000000,NA,510976.3072800000,1415E1,"Royalties (1415E1)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E1] Royalties","[1415E1] Royalties"
"Senegal 2015",Senegal,SN,2015,NA,"Taxe superficiaire","Direction de l'Environnement et des Etablissements Classés (DEEC)",66771120.0000000000,NA,112950.8485100000,1415E1,"Royalties (1415E1)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E1] Royalties","[1415E1] Royalties"
"Senegal 2015",Senegal,SN,2015,NA,"Redevance au Receveur Domaine Rufisque","Direction Générale des Impôts et des Domaines (DGID)",43539000.0000000000,NA,73651.1083400000,1415E1,"Royalties (1415E1)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E1] Royalties","[1415E1] Royalties"
"Senegal 2015",Senegal,SN,2015,NA,"Revenus issus de la commercialisation de la Part de la production de l'etat","Direction Générale de la Comptabilité Publique et du Trésor (DGCPT)",321685475.0000000000,NA,544167.1093100000,1415E31,"Delivered/paid directly to government (1415E31)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E3] Production entitlements (in-kind or cash)","[1415E31] Delivered/paid directly to government"
"Senegal 2015",Senegal,SN,2015,NA,"Revenus issus de la commercialisation de la Part de la production de Petrosen","Société des Pétroles du Sénégal (PETROSEN)",497821649.0000000000,NA,842121.2294000000,1415E32,"Delivered/paid to state-owned enterprise(s) (1415E32)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E3] Production entitlements (in-kind or cash)","[1415E32] Delivered/paid to state-owned enterprise(s)"
"Senegal 2015",Senegal,SN,2015,NA,"Appui institutionnel","Direction des Mines et de la Géologie (DMG)",5568246203.0000000000,NA,9419313.8194600000,1415E4,"Compulsory transfers to government (infrastructure and other) (1415E4)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E4] Compulsory transfers to government (infrastructure and other)","[1415E4] Compulsory transfers to government (infrastructure and other)"
"Senegal 2015",Senegal,SN,2015,NA,"Appui a la formation et Appui a la promotion de la recherche et de l'exploitation","Société des Pétroles du Sénégal (PETROSEN)",1105295663.0000000000,NA,1869731.7491900000,1415E4,"Compulsory transfers to government (infrastructure and other) (1415E4)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E4] Compulsory transfers to government (infrastructure and other)","[1415E4] Compulsory transfers to government (infrastructure and other)"
"Senegal 2015",Senegal,SN,2015,NA,"Appui aux projets sociaux","Société des Pétroles du Sénégal (PETROSEN)",26703213.0000000000,NA,45171.4838100000,1415E4,"Compulsory transfers to government (infrastructure and other) (1415E4)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E4] Compulsory transfers to government (infrastructure and other)","[1415E4] Compulsory transfers to government (infrastructure and other)"
"Senegal 2015",Senegal,SN,2015,NA,"Appui Institutionnel (Fonds d'appui au Mini. De l'Env)","Direction des Eaux, Forêts, Chasses et Conservation des Sols (DEFCCS)",87006960.0000000000,NA,147182.0445500000,1415E4,"Compulsory transfers to government (infrastructure and other) (1415E4)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E4] Compulsory transfers to government (infrastructure and other)","[1415E4] Compulsory transfers to government (infrastructure and other)"
"Senegal 2015",Senegal,SN,2015,NA,"Appui institutionnel aux collectivites locales","Direction Générale de la Comptabilité Publique et du Trésor (DGCPT)",26000000.0000000000,NA,43981.9200500000,1415E4,"Compulsory transfers to government (infrastructure and other) (1415E4)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E4] Compulsory transfers to government (infrastructure and other)","[1415E4] Compulsory transfers to government (infrastructure and other)"
"Senegal 2015",Senegal,SN,2015,NA,"Achat de donnees sismiques","Société des Pétroles du Sénégal (PETROSEN)",1087313.0000000000,NA,1839.3120600000,1421E,"Sales of goods and services by government units (1421E)","[1E] Revenues","[14E] Other revenue","[142E] Sales of goods and services","[1421E] Sales of goods and services by government units","[1421E] Sales of goods and services by government units","[1421E] Sales of goods and services by government units"
"Senegal 2015",Senegal,SN,2015,NA,"Redressements fiscaux","Direction Générale des Impôts et des Domaines (DGID)",1799007083.0000000000,NA,3043222.5265200000,143E,"Fines, penalties, and forfeits (143E)","[1E] Revenues","[14E] Other revenue","[143E] Fines, penalties, and forfeits","[143E] Fines, penalties, and forfeits","[143E] Fines, penalties, and forfeits","[143E] Fines, penalties, and forfeits"
"Senegal 2015",Senegal,SN,2015,NA,"Recettes exceptionelle/Affaire Mittal","Direction Générale de la Comptabilité Publique et du Trésor (DGCPT)",28219506990.0000000000,NA,47736465.3930000000,143E,"Fines, penalties, and forfeits (143E)","[1E] Revenues","[14E] Other revenue","[143E] Fines, penalties, and forfeits","[143E] Fines, penalties, and forfeits","[143E] Fines, penalties, and forfeits","[143E] Fines, penalties, and forfeits"
"Senegal 2016",Senegal,SN,2016,NA,"Impot sur les societes","Direction Générale des Impôts et des Domaines (DGID)",8679948998.0000000000,NA,14643190.7463900000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2016",Senegal,SN,2016,NA,"Contribution speciale sur les produits des mines et des carrieres (CSMC)","Direction Générale des Impôts et des Domaines (DGID)",1254007184.0000000000,NA,2115526.9917900000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2016",Senegal,SN,2016,NA,"Impot sur le revenu des valeurs mobilieres","Direction Générale des Impôts et des Domaines (DGID)",284913319.0000000000,NA,480652.6026000000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2016",Senegal,SN,2016,NA,"Contribution fonciere des proprietes baties (CFPB)","Direction Générale de la Comptabilité Publique et du Trésor (DGCPT)",0.0000000000,NA,0.0000000000,113E,"Taxes on property (113E)","[1E] Revenues","[11E] Taxes","[113E] Taxes on property","[113E] Taxes on property","[113E] Taxes on property","[113E] Taxes on property"
"Senegal 2016",Senegal,SN,2016,NA,"Surtaxe fonciere","Direction Générale des Impôts et des Domaines (DGID)",0.0000000000,NA,0.0000000000,113E,"Taxes on property (113E)","[1E] Revenues","[11E] Taxes","[113E] Taxes on property","[113E] Taxes on property","[113E] Taxes on property","[113E] Taxes on property"
"Senegal 2016",Senegal,SN,2016,NA,"Taxe sur la valeur ajoutee reversee","Direction Générale des Impôts et des Domaines (DGID)",26295636569.0000000000,NA,44361092.6938000000,1141E,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)"
"Senegal 2016",Senegal,SN,2016,NA,"Droits d'entree/fixes","Direction des Mines et de la Géologie (DMG)",60150000.0000000000,NA,101473.8593000000,114521E,"Licence fees (114521E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1145E] Taxes on use of goods/permission to use goods or perform activities","[114521E] Licence fees","[114521E] Licence fees"
"Senegal 2016",Senegal,SN,2016,NA,Patente,"Direction Générale de la Comptabilité Publique et du Trésor (DGCPT)",2287291044.0000000000,NA,3858690.7662200000,114521E,"Licence fees (114521E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1145E] Taxes on use of goods/permission to use goods or perform activities","[114521E] Licence fees","[114521E] Licence fees"
"Senegal 2016",Senegal,SN,2016,NA,"Frais d'inscription d'une concession miniere ou d'un permis d'exploitation","Direction Générale des Impôts et des Domaines (DGID)",607592000.0000000000,NA,1025015.8790100000,114521E,"Licence fees (114521E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1145E] Taxes on use of goods/permission to use goods or perform activities","[114521E] Licence fees","[114521E] Licence fees"
"Senegal 2016",Senegal,SN,2016,NA,"Taxes d'abattage","Direction des Eaux, Forêts, Chasses et Conservation des Sols (DEFCCS)",45748000.0000000000,NA,77177.4915300000,114522E,"Emission and pollution taxes (114522E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1145E] Taxes on use of goods/permission to use goods or perform activities","[114522E] Emission and pollution taxes","[114522E] Emission and pollution taxes"
"Senegal 2016",Senegal,SN,2016,NA,"Droits de douane, TVA douaniere et taxes assimilees","Direction Générale des Douanes (DGD)",13439612063.0000000000,NA,22672806.3772500000,1151E,"Customs and other import duties (1151E)","[1E] Revenues","[11E] Taxes","[115E] Taxes on international trade and transactions","[1151E] Customs and other import duties","[1151E] Customs and other import duties","[1151E] Customs and other import duties"
"Senegal 2016",Senegal,SN,2016,NA,"Cotisations sociales (y compris les penalites)","Caisse de Sécurité Sociale (CSS)",544632280.0000000000,NA,918801.9842700000,1212E,"Social security employer contributions (1212E)","[1E] Revenues","[12E] Social contributions","[1212E] Social security employer contributions","[1212E] Social security employer contributions","[1212E] Social security employer contributions","[1212E] Social security employer contributions"
"Senegal 2016",Senegal,SN,2016,NA,"Cotisations sociales (y compris les penalites)","Institution de prévoyance retraite du Sénégal (IPRES)",2607120295.0000000000,NA,4398247.0158800000,1212E,"Social security employer contributions (1212E)","[1E] Revenues","[12E] Social contributions","[1212E] Social security employer contributions","[1212E] Social security employer contributions","[1212E] Social security employer contributions","[1212E] Social security employer contributions"
"Senegal 2016",Senegal,SN,2016,NA,"Redevance miniere","Direction des Mines et de la Géologie (DMG)",16591956671.0000000000,NA,27990854.1450300000,1415E1,"Royalties (1415E1)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E1] Royalties","[1415E1] Royalties"
"Senegal 2016",Senegal,SN,2016,NA,"Loyer superficiel","Société des Pétroles du Sénégal (PETROSEN)",135349877.0000000000,NA,228337.0636000000,1415E1,"Royalties (1415E1)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E1] Royalties","[1415E1] Royalties"
"Senegal 2016",Senegal,SN,2016,NA,"Taxe superficiaire","Direction de l'Environnement et des Etablissements Classés (DEEC)",109643256.0000000000,NA,184969.6481000000,1415E1,"Royalties (1415E1)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E1] Royalties","[1415E1] Royalties"
"Senegal 2016",Senegal,SN,2016,NA,"Redevance au Receveur Domaine Rufisque","Direction Générale des Impôts et des Domaines (DGID)",68192800.0000000000,NA,115042.1711200000,1415E1,"Royalties (1415E1)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E1] Royalties","[1415E1] Royalties"
"Senegal 2016",Senegal,SN,2016,NA,Bonus,"Société des Pétroles du Sénégal (PETROSEN)",581979630.0000000000,NA,981807.4662200000,1415E2,"Bonuses (1415E2)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E2] Bonuses","[1415E2] Bonuses"
"Senegal 2016",Senegal,SN,2016,NA,"Revenus issus de la commercialisation de la Part de la production de l'etat","Direction Générale de la Comptabilité Publique et du Trésor (DGCPT)",332841999.0000000000,NA,561508.9306300000,1415E31,"Delivered/paid directly to government (1415E31)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E3] Production entitlements (in-kind or cash)","[1415E31] Delivered/paid directly to government"
"Senegal 2016",Senegal,SN,2016,NA,"Revenus issus de la commercialisation de la Part de la production de Petrosen","Société des Pétroles du Sénégal (PETROSEN)",328671270.0000000000,NA,554472.8546900000,1415E32,"Delivered/paid to state-owned enterprise(s) (1415E32)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E3] Production entitlements (in-kind or cash)","[1415E32] Delivered/paid to state-owned enterprise(s)"
"Senegal 2016",Senegal,SN,2016,NA,"Appui institutionnel","Direction des Mines et de la Géologie (DMG)",978192167.0000000000,NA,1650223.3470900000,1415E4,"Compulsory transfers to government (infrastructure and other) (1415E4)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E4] Compulsory transfers to government (infrastructure and other)","[1415E4] Compulsory transfers to government (infrastructure and other)"
"Senegal 2016",Senegal,SN,2016,NA,"Appui a la formation et Appui a la promotion de la recherche et de l'exploitation","Société des Pétroles du Sénégal (PETROSEN)",759307742.0000000000,NA,1280962.3770700000,1415E4,"Compulsory transfers to government (infrastructure and other) (1415E4)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E4] Compulsory transfers to government (infrastructure and other)","[1415E4] Compulsory transfers to government (infrastructure and other)"
"Senegal 2016",Senegal,SN,2016,NA,"Appui aux projets sociaux","Société des Pétroles du Sénégal (PETROSEN)",50135360.0000000000,NA,84579.0268800000,1415E4,"Compulsory transfers to government (infrastructure and other) (1415E4)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E4] Compulsory transfers to government (infrastructure and other)","[1415E4] Compulsory transfers to government (infrastructure and other)"
"Senegal 2016",Senegal,SN,2016,NA,"Appui Institutionnel (Fonds d'appui au Mini. De l'Env)","Direction des Eaux, Forêts, Chasses et Conservation des Sols (DEFCCS)",94326016.0000000000,NA,159129.2581300000,1415E4,"Compulsory transfers to government (infrastructure and other) (1415E4)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E4] Compulsory transfers to government (infrastructure and other)","[1415E4] Compulsory transfers to government (infrastructure and other)"
"Senegal 2016",Senegal,SN,2016,NA,"Appui institutionnel aux collectivites locales","Direction Générale de la Comptabilité Publique et du Trésor (DGCPT)",70000000.0000000000,NA,118090.9418300000,1415E4,"Compulsory transfers to government (infrastructure and other) (1415E4)","[1E] Revenues","[14E] Other revenue","[141E] Property income","[1415E] Rent","[1415E4] Compulsory transfers to government (infrastructure and other)","[1415E4] Compulsory transfers to government (infrastructure and other)"
"Senegal 2016",Senegal,SN,2016,NA,"Achat de donnees sismiques","Société des Pétroles du Sénégal (PETROSEN)",0.0000000000,NA,0.0000000000,1421E,"Sales of goods and services by government units (1421E)","[1E] Revenues","[14E] Other revenue","[142E] Sales of goods and services","[1421E] Sales of goods and services by government units","[1421E] Sales of goods and services by government units","[1421E] Sales of goods and services by government units"
"Senegal 2016",Senegal,SN,2016,NA,"Redressements fiscaux","Direction Générale des Impôts et des Domaines (DGID)",13625973738.0000000000,NA,22987201.0304300000,143E,"Fines, penalties, and forfeits (143E)","[1E] Revenues","[14E] Other revenue","[143E] Fines, penalties, and forfeits","[143E] Fines, penalties, and forfeits","[143E] Fines, penalties, and forfeits","[143E] Fines, penalties, and forfeits"
"Senegal 2017",Senegal,SN,2017,NA,"Impot sur les societes","Direction Générale des Impôts et des Domaines (DGID)",14384048376.0000000000,NA,24763578.4765600000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2017",Senegal,SN,2017,NA,"Contribution speciale sur les produits des mines et des carrieres (CSMC)","Direction Générale des Impôts et des Domaines (DGID)",1335341444.0000000000,NA,2298923.9035600000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2017",Senegal,SN,2017,NA,"Impot sur le revenu des valeurs mobilieres","Direction Générale des Impôts et des Domaines (DGID)",409583420.0000000000,NA,705138.8384400000,1112E1,"Ordinary taxes on income, profits and capital gains (1112E1)","[1E] Revenues","[11E] Taxes","[111E] Taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains","[1112E1] Ordinary taxes on income, profits and capital gains"
"Senegal 2017",Senegal,SN,2017,NA,"Taxe sur la valeur ajoutee reversee","Direction Générale des Impôts et des Domaines (DGID)",23191697281.0000000000,NA,39926827.3166300000,1141E,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)"
"Senegal 2017",Senegal,SN,2017,NA,"Taxe speciale sur le ciment","Direction Générale des Impôts et des Domaines (DGID)",10290073425.0000000000,NA,17715390.9753700000,1141E,"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)","[1141E] General taxes on goods and services (VAT, sales tax, turnover tax)"
"Senegal 2017",Senegal,SN,2017,NA,"Droits d'entree/fixes","Direction des Mines et de la Géologie (DMG)",51500000.0000000000,NA,88662.4028400000,114521E,"Licence fees (114521E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1145E] Taxes on use of goods/permission to use goods or perform activities","[114521E] Licence fees","[114521E] Licence fees"
"Senegal 2017",Senegal,SN,2017,NA,Patente,"Direction Générale de la Comptabilité Publique et du Trésor (DGCPT)",2226835776.0000000000,NA,3833720.5946400000,114521E,"Licence fees (114521E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1145E] Taxes on use of goods/permission to use goods or perform activities","[114521E] Licence fees","[114521E] Licence fees"
"Senegal 2017",Senegal,SN,2017,NA,"Frais d'inscription d'une concession miniere ou d'un permis d'exploitation","Direction Générale des Impôts et des Domaines (DGID)",1641750000.0000000000,NA,2826436.8904500000,114521E,"Licence fees (114521E)","[1E] Revenues","[11E] Taxes","[114E] Taxes on goods and services","[1145E] Taxes on use of goods/permission to use goods or perform activities","[114521E] Licence fees","[114521E] Licence fees"
